Word,Wdnum,ValMn,ValSD,AroMn,AroSD,DomMn,DomSD,Length
surfer,2299,6.55,(1.86),5.45,(2.25),5.45,(1.62),6
surgeon,2300,5.36,(1.87),5.86,(2.22),4.61,(2.10),7
surgery,612,2.86,(2.19),6.35,(2.32),2.75,(1.86),7
surprise,2301,7.73,(1.66),7.07,(1.95),3.87,(2.22),8
surprised,422,7.47,(1.56),7.47,(2.09),6.11,(2.19),9
surround,3110,5.26,(1.58),4.68,(1.98),4.93,(1.77),8
sushi,2302,5.72,(2.67),5.22,(2.21),5.81,(2.09),5
suspicious,423,3.76,(1.42),6.25,(1.59),4.47,(1.99),10
swamp,1004,5.14,(2.24),4.86,(2.36),5.29,(1.63),5
swan,2303,6.48,(2.01),3.52,(2.16),5.32,(1.87),4
swear,2304,4.43,(1.45),5.46,(2.05),4.79,(1.79),5
sweater,3111,6.12,(1.61),3.95,(2.02),5.57,(1.82),7
sweep,3112,4.58,(1.21),3.49,(1.90),5.29,(1.45),5
sweet,2305,7.64,(1.42),5.96,(2.50),5.36,(2.02),5
sweetheart,424,8.42,(0.83),5.50,(2.73),6.03,(2.24),10
swift,1005,6.46,(1.76),5.39,(2.53),6.29,(1.85),5
swim,3113,6.40,(1.79),5.10,(2.25),5.65,(1.96),4
swimmer,576,6.54,(1.64),4.82,(2.49),5.96,(1.91),7
swing,2306,7.20,(1.49),5.53,(2.13),5.33,(1.81),5
swipe,2307,4.86,(1.46),4.33,(1.82),5.11,(1.97),5
sword,2308,5.52,(2.14),6.08,(1.82),5.63,(1.88),5
sympathetic,3114,5.74,(2.01),3.99,(1.94),5.59,(1.85),11
sympathy,2309,5.33,(1.97),5.03,(1.96),4.73,(1.70),8
symphony,3115,6.72,(1.65),4.77,(2.37),5.44,(1.64),8
syphilis,425,1.68,(1.23),5.69,(3.25),3.33,(2.67),8
syrup,2310,6.07,(1.28),4.69,(2.16),5.86,(1.30),5
system,2311,5.37,(1.30),3.93,(1.91),5.37,(1.88),6
table,426,5.22,(0.72),2.92,(2.16),4.47,(1.66),5
taint,2312,3.92,(1.65),4.85,(1.71),4.35,(1.70),5
tale,2313,6.43,(1.89),4.13,(2.00),5.50,(2.01),4
talent,427,7.56,(1.25),6.27,(1.80),6.49,(1.75),6
talented,3116,6.82,(1.89),5.52,(2.40),6.05,(2.17),8
talk,3117,6.41,(1.78),5.25,(2.08),5.70,(1.88),4
tall,2314,6.64,(1.85),4.82,(2.60),5.57,(2.57),4
tamper,1006,4.10,(1.88),4.95,(2.01),4.58,(2.10),6
tangle,2315,3.97,(1.45),5.66,(1.79),4.66,(1.54),6
tank,613,5.16,(1.87),4.88,(1.86),4.78,(1.93),4
tar,2316,4.31,(1.46),4.46,(1.58),4.50,(1.88),3
tarnish,3118,3.31,(1.40),3.77,(1.93),5.18,(2.01),7
task,2317,4.79,(1.52),4.72,(1.65),5.93,(2.03),4
taste,1007,6.66,(1.57),5.22,(2.38),5.50,(1.65),5
tasty,3119,7.64,(1.46),5.87,(2.46),5.63,(2.03),5
tatter,2318,4.53,(1.70),3.90,(1.93),4.50,(1.23),6
tattoo,2319,5.63,(2.11),6.06,(1.88),5.69,(1.99),6
taunt,2320,3.61,(1.71),5.55,(1.80),4.90,(1.97),5
tavern,2321,5.81,(1.42),5.00,(1.98),5.48,(1.29),6
tax,3120,3.17,(1.53),3.81,(2.19),4.13,(2.60),3
taxi,1008,5.00,(1.96),3.41,(2.14),4.64,(1.83),4
tea,2322,5.87,(2.39),4.13,(2.26),5.71,(1.96),3
teach,2323,5.89,(1.95),5.59,(1.89),5.88,(2.30),5
teacher,1009,5.68,(2.12),4.05,(2.61),5.11,(2.20),7
team,2324,7.43,(1.30),5.93,(2.23),5.90,(2.23),4
tease,1010,4.84,(2.51),5.87,(2.56),4.67,(2.37),5
teenager,2325,6.41,(2.00),6.33,(2.13),4.67,(2.25),8
teeter,2326,5.18,(1.72),5.30,(2.18),4.56,(2.22),6
teeth,2327,5.46,(1.36),4.77,(2.29),4.85,(2.24),5
telephone,3121,5.71,(1.40),4.55,(1.87),5.35,(1.74),9
telescope,3122,5.53,(1.46),4.00,(2.21),5.44,(1.79),9
television,3123,6.44,(1.79),4.91,(2.18),5.53,(2.11),10
temperature,3124,5.07,(1.52),4.36,(1.85),4.77,(1.73),11
temple,3125,5.71,(1.76),3.95,(2.15),5.45,(1.93),6
tempo,2328,5.89,(1.74),5.04,(2.25),5.96,(1.66),5
tempt,3126,4.85,(1.67),5.16,(1.88),4.83,(2.04),5
temptation,2329,4.94,(1.98),5.88,(1.96),4.50,(2.26),10
tend,2330,5.55,(1.62),3.93,(2.46),5.43,(2.35),4
tender,1011,6.93,(1.28),4.88,(2.30),5.33,(1.75),6
tenderness,3127,6.36,(1.55),4.48,(2.20),5.28,(1.69),10
tendon,2331,4.90,(1.22),4.90,(2.22),4.83,(2.20),6
tennis,540,6.02,(1.97),4.61,(2.60),5.61,(2.12),6
tense,428,3.56,(1.36),6.53,(2.10),5.22,(2.02),5
termite,429,3.58,(2.08),5.39,(2.43),3.87,(1.87),7
terrace,2332,5.55,(1.50),4.71,(1.76),5.00,(1.59),7
terrible,430,1.93,(1.44),6.27,(2.44),3.58,(2.34),8
terrific,431,8.16,(1.12),6.23,(2.73),6.60,(2.15),8
terrified,432,1.72,(1.14),7.86,(2.27),3.08,(2.75),9
terror,2333,2.75,(2.20),7.07,(2.32),2.71,(2.16),6
terrorist,614,1.69,(1.42),7.27,(2.38),2.65,(2.30),9
testicles,2334,5.38,(1.10),5.25,(1.92),5.81,(1.51),9
thankful,433,6.89,(2.29),4.34,(2.31),5.32,(2.00),8
thanks,3128,6.80,(1.77),4.78,(2.25),5.83,(1.90),6
theater,2335,6.69,(1.42),5.86,(1.57),5.45,(1.48),7
theft,2336,2.67,(1.49),5.96,(2.56),3.27,(2.07),5
theory,434,5.30,(1.49),4.62,(1.94),4.88,(1.81),6
therapy,2337,4.42,(2.25),4.57,(2.29),4.03,(2.33),7
thermometer,1012,4.73,(1.05),3.79,(2.02),4.39,(1.51),11
thick,3129,5.04,(1.68),4.17,(2.09),5.36,(1.90),5
thief,435,2.13,(1.69),6.89,(2.13),3.79,(2.55),5
thigh,2338,5.77,(1.36),5.47,(1.98),5.60,(1.43),5
thin,2339,6.43,(1.71),5.57,(2.08),5.36,(2.16),4
thing,2340,4.83,(0.83),4.17,(1.72),4.77,(1.28),5
think,2341,6.41,(1.88),5.34,(2.48),6.38,(2.19),5
thirst,2342,3.37,(1.81),5.03,(1.97),3.93,(1.95),6
thirsty,2343,3.61,(1.63),5.67,(1.45),3.77,(1.36),7
thong,2344,6.69,(1.99),5.78,(2.52),6.69,(1.69),5
thorn,436,3.64,(1.76),5.14,(2.14),4.45,(1.50),5
thought,1013,6.39,(1.58),4.83,(2.46),6.02,(1.70),7
thoughtful,437,7.65,(1.03),5.72,(2.30),5.61,(2.11),10
threat,2345,2.50,(1.21),6.08,(2.48),3.27,(2.03),6
thrift,2346,4.90,(1.73),4.43,(1.72),5.23,(1.36),6
thrill,438,8.05,(1.48),8.02,(1.65),6.54,(2.30),6
thrilled,2347,7.81,(1.19),7.47,(1.72),6.13,(1.25),8
thrive,2348,7.45,(1.57),6.03,(2.24),6.29,(1.76),6
throw,3130,5.36,(1.66),4.54,(2.11),5.84,(1.84),5
thud,2349,4.47,(0.97),5.20,(1.35),4.87,(0.97),4
thug,2350,3.86,(1.63),5.32,(2.02),3.96,(2.01),4
thumb,2351,5.52,(1.24),4.54,(1.91),5.25,(1.69),5
tick,2352,3.72,(1.56),4.14,(2.27),4.18,(1.61),4
ticket,2353,5.46,(2.56),5.79,(2.59),5.14,(2.26),6
tickle,2354,6.86,(2.14),6.70,(2.16),4.07,(2.37),6
tidy,1014,6.30,(1.56),3.98,(2.22),5.49,(1.93),4
tiger,2355,5.89,(2.45),6.41,(2.42),3.44,(2.15),5
time,439,5.31,(2.02),4.64,(2.75),4.63,(2.24),4
timid,440,3.86,(1.55),4.11,(2.09),3.09,(1.91),5
tire,2356,4.97,(1.50),4.00,(2.00),5.03,(1.12),4
tired,2357,3.28,(1.69),2.64,(1.50),3.96,(2.10),5
tiresome,3131,3.17,(1.60),3.12,(2.13),4.59,(2.41),8
tissue,2358,4.93,(1.62),3.63,(2.11),5.07,(1.80),6
title,2359,5.80,(1.81),4.93,(1.84),5.89,(2.15),5
tits,3132,6.00,(2.35),5.50,(2.52),5.23,(2.20),4
toad,2360,4.59,(1.68),4.76,(2.34),4.45,(1.82),4
tobacco,441,3.28,(2.16),4.83,(2.90),4.08,(2.27),7
toddler,2361,6.97,(1.54),5.68,(2.01),6.55,(1.88),7
toil,2362,4.20,(1.63),5.04,(1.77),4.56,(1.94),4
toilet,2363,4.66,(1.80),3.96,(1.95),5.26,(1.02),6
tolerant,3133,5.72,(1.54),4.33,(1.72),5.87,(1.77),8
tomato,2364,5.45,(1.97),3.79,(2.02),5.36,(1.52),6
tomb,442,2.94,(1.88),4.73,(2.72),3.72,(2.05),4
ton,2365,4.68,(1.47),4.33,(1.98),5.04,(2.17),3
tool,1015,5.19,(1.27),4.33,(1.78),5.67,(1.62),4
tooth,2366,5.19,(1.26),4.66,(1.98),5.06,(1.39),5
toothache,443,1.98,(1.15),5.55,(2.51),3.90,(1.85),9
topless,2367,6.93,(2.12),6.67,(2.40),6.30,(1.97),7
topple,2368,3.93,(1.90),5.46,(2.33),4.25,(2.30),6
tornado,444,2.55,(1.78),6.83,(2.49),4.30,(2.42),7
torte,2369,5.33,(1.09),4.30,(1.74),4.97,(1.03),5
torture,445,1.56,(0.79),6.10,(2.77),3.33,(2.37),7
total,2370,5.74,(1.63),4.81,(2.22),5.30,(1.64),5
touch,2371,6.31,(1.49),6.19,(2.08),5.81,(1.67),5
tough,3134,5.24,(2.05),5.43,(2.23),6.38,(2.30),5
tourist,2372,5.66,(1.59),4.52,(1.77),5.38,(1.45),7
tow,2373,3.63,(1.63),4.67,(2.29),4.00,(2.26),3
towel,2374,5.75,(1.55),4.19,(2.47),5.69,(1.65),5
tower,1016,5.46,(1.75),3.95,(2.28),5.78,(2.14),5
town,2375,5.93,(1.61),4.29,(2.31),4.64,(1.73),4
toxic,446,2.10,(1.48),6.40,(2.41),4.42,(2.51),5
toy,1017,7.00,(2.01),5.11,(2.84),6.09,(1.84),3
traffic,2376,2.27,(1.31),5.80,(2.52),2.57,(1.68),7
tragedy,447,1.78,(1.31),6.24,(2.64),3.50,(2.34),7
train,2377,5.59,(1.25),4.85,(2.36),5.04,(1.87),5
trait,2378,6.04,(1.81),4.04,(2.53),4.07,(2.07),5
traitor,448,2.22,(1.69),5.78,(2.47),4.61,(2.71),7
trash,615,2.67,(1.45),4.16,(2.16),5.24,(1.85),5
trauma,616,2.10,(1.49),6.33,(2.45),2.84,(1.87),6
travel,1018,7.10,(2.00),6.21,(2.51),6.31,(2.08),6
tray,2379,5.10,(1.03),3.67,(1.77),5.17,(1.21),4
tread,2380,5.31,(1.31),4.97,(1.99),4.86,(1.53),5
treason,3135,3.35,(1.64),5.12,(1.98),5.40,(1.99),7
treasure,449,8.27,(0.90),6.75,(2.30),6.36,(2.42),8
treat,1019,7.36,(1.38),5.62,(2.25),5.78,(1.82),5
treatment,2381,5.24,(2.13),5.52,(1.70),4.48,(1.82),9
tree,450,6.32,(1.56),3.42,(2.21),5.08,(2.29),4
tremor,2382,3.94,(1.22),5.41,(2.17),3.34,(1.79),6
trend,2383,5.40,(2.03),5.03,(2.01),4.40,(1.87),5
triangle,3136,5.22,(1.27),3.74,(2.08),5.46,(1.70),8
tribe,2384,5.61,(1.77),4.68,(2.33),5.00,(1.96),5
trick,2385,4.97,(2.50),6.10,(1.73),4.60,(1.99),5
trip,2386,6.96,(1.74),6.30,(2.05),5.00,(2.08),4
triumph,451,7.80,(1.83),5.78,(2.60),6.98,(2.20),7
triumphant,452,8.82,(0.73),6.78,(2.58),6.95,(2.55),10
trivia,2387,5.77,(1.66),5.00,(2.32),5.15,(1.80),6
trophy,453,7.78,(1.22),5.39,(2.44),6.44,(2.32),6
trouble,454,3.03,(2.09),6.85,(2.03),4.85,(2.39),7
troubled,455,2.17,(1.21),5.94,(2.36),3.91,(2.33),8
trout,2388,5.57,(1.57),4.40,(2.09),5.67,(2.09),5
truce,2389,6.62,(1.45),4.82,(2.06),6.11,(1.03),5
truck,577,5.47,(1.88),4.84,(2.17),5.33,(1.83),5
true,2390,6.96,(1.32),5.11,(2.06),6.00,(1.39),4
trumpet,456,5.75,(1.38),4.97,(2.13),4.57,(1.72),7
trunk,1020,5.09,(1.57),4.18,(2.19),5.14,(1.90),5
trust,457,6.68,(2.71),5.30,(2.66),6.61,(2.04),5
trustworthy,3137,7.25,(1.75),4.84,(2.38),6.27,(2.16),11
truth,458,7.80,(1.29),5.00,(2.77),6.47,(2.11),5
truthful,3138,7.18,(1.51),5.03,(2.14),6.06,(1.87),8
try,3139,6.42,(1.69),5.71,(2.35),5.46,(1.90),3
tulip,2391,6.83,(1.81),4.52,(2.37),5.69,(2.19),5
tumor,459,2.36,(2.04),6.51,(2.85),3.58,(2.42),5
tune,1021,6.93,(1.47),4.71,(2.09),5.74,(1.82),4
tunnel,3140,4.98,(1.42),4.40,(2.18),4.77,(1.92),6
turkey,2392,6.48,(1.92),5.04,(2.54),6.13,(1.62),6
turmoil,2393,2.71,(2.04),5.87,(2.53),3.20,(2.16),7
turtle,2394,6.78,(1.53),4.85,(2.30),5.07,(1.96),6
tusk,2395,5.41,(1.43),4.46,(2.05),4.93,(1.46),4
twelve,2396,5.24,(1.43),3.66,(2.16),5.31,(1.73),6
twig,3141,4.83,(1.45),3.52,(2.11),5.03,(1.89),4
twilight,1022,7.23,(1.80),4.70,(2.41),5.59,(1.82),8
twinkle,3142,6.63,(1.67),5.08,(2.23),5.29,(1.84),7
twins,2397,6.24,(1.33),5.17,(1.93),5.21,(1.72),5
typewriter,3143,5.08,(1.48),3.61,(2.02),5.55,(1.75),10
typical,3144,4.70,(1.42),3.56,(1.87),5.19,(1.79),7
tyranny,3145,3.29,(1.83),5.07,(2.12),4.47,(2.63),7
tyrant,2398,3.25,(2.05),5.71,(2.35),3.14,(2.35),6
ugly,460,2.43,(1.27),5.38,(2.23),4.26,(2.33),4
ulcer,461,1.78,(1.17),6.12,(2.68),4.17,(2.22),5
umbrella,578,5.16,(1.57),3.68,(1.99),5.42,(1.91),8
uncertain,2399,3.45,(1.43),4.79,(2.60),3.37,(1.90),9
uncomfortable,2400,2.97,(1.60),6.06,(1.98),3.42,(1.77),13
understand,2401,7.13,(1.89),5.00,(2.08),6.77,(2.03),10
uneasy,2402,3.07,(1.91),6.03,(2.29),3.24,(1.79),6
unfair,3146,2.95,(1.39),4.71,(1.94),4.37,(2.33),6
unfaithful,462,2.05,(1.55),6.20,(2.70),3.02,(2.54),10
unfortunate,3147,2.78,(1.68),4.30,(2.26),4.13,(2.17),11
ungrateful,3148,2.42,(1.34),4.13,(2.18),4.73,(2.12),10
unhappy,463,1.57,(0.96),4.18,(2.50),3.34,(2.35),7
unicorn,3149,6.83,(1.83),5.19,(2.59),4.94,(2.06),7
unify,2403,6.90,(2.06),4.93,(2.53),5.83,(2.36),5
uninteresting,3150,3.50,(1.59),2.69,(2.04),4.43,(1.86),13
union,2404,6.48,(1.66),4.79,(1.88),6.14,(1.55),5
unit,1023,5.59,(1.87),3.75,(2.49),5.11,(1.74),4
unite,2405,6.77,(1.59),5.81,(1.96),6.10,(1.54),5
unity,2406,7.29,(1.44),4.64,(2.68),6.43,(1.73),5
university,3151,6.64,(1.81),5.81,(2.28),5.20,(2.13),10
unjust,3152,3.02,(1.69),5.18,(2.07),4.60,(2.30),6
unknown,3153,4.16,(1.77),4.94,(2.22),3.95,(2.23),7
unpleasant,3154,2.80,(1.55),4.20,(1.93),4.57,(2.11),10
unpopular,3155,3.22,(1.74),4.52,(2.25),4.02,(2.33),9
unsafe,2407,2.82,(1.81),6.18,(2.64),3.67,(2.54),6
unstable,3156,3.02,(1.64),5.20,(2.53),4.04,(2.60),8
unsure,2408,3.03,(1.52),5.97,(1.99),3.60,(2.03),6
untroubled,464,7.62,(1.41),3.89,(2.54),5.53,(2.54),10
upright,3157,5.82,(1.57),4.04,(2.01),5.73,(1.65),7
upset,465,2.00,(1.18),5.86,(2.40),4.08,(2.31),5
upward,3158,6.19,(1.49),4.81,(2.30),5.78,(1.70),6
urban,3159,5.52,(1.50),4.72,(2.01),5.19,(1.50),5
urinate,2409,5.59,(1.58),4.10,(2.34),5.45,(2.41),7
urine,617,3.25,(1.71),4.20,(2.18),5.24,(1.86),5
usage,2410,4.93,(1.13),4.90,(1.57),4.97,(1.30),5
useful,466,7.14,(1.60),4.26,(2.47),5.93,(2.10),6
useless,467,2.13,(1.42),4.87,(2.58),3.92,(2.62),7
utensil,1024,5.14,(1.39),3.57,(1.98),5.40,(1.47),7
vacant,3160,4.26,(1.94),3.81,(2.14),4.81,(1.97),6
vacation,468,8.16,(1.36),5.64,(2.99),6.80,(2.08),8
vacuum,3161,4.59,(1.48),3.83,(2.10),5.44,(1.89),6
vagina,1025,6.14,(1.77),5.55,(2.55),5.88,(1.74),6
vague,3162,4.33,(1.40),4.02,(1.97),4.85,(1.59),5
valentine,469,8.11,(1.35),6.06,(2.91),5.81,(2.45),9
validation,3163,6.28,(1.84),5.11,(1.99),5.82,(1.88),10
valley,2411,5.46,(1.55),3.70,(1.88),4.74,(1.85),6
vampire,470,4.26,(1.86),6.37,(2.35),5.05,(2.27),7
van,2412,4.97,(1.77),3.86,(2.42),5.03,(1.52),3
vandal,471,2.71,(1.91),6.40,(1.88),3.91,(2.49),6
vanish,2413,3.83,(2.28),5.29,(2.32),3.18,(2.07),6
vanity,472,4.30,(1.91),4.98,(2.31),4.80,(2.03),6
vase,2414,4.97,(1.18),3.90,(2.14),5.41,(1.52),4
vault,3164,5.19,(1.26),4.38,(1.94),5.24,(1.73),5
vegetable,2415,5.40,(2.06),4.07,(2.16),5.27,(2.00),9
vegetables,3165,6.02,(2.01),4.22,(2.19),5.60,(1.96),10
vehicle,473,6.27,(2.34),4.63,(2.81),5.77,(2.61),7
velvet,3166,5.83,(1.56),3.80,(2.05),5.32,(1.95),6
venom,474,2.68,(1.81),6.08,(2.44),3.94,(2.23),5
verify,3167,5.58,(1.20),4.40,(1.86),5.40,(1.35),6
vessel,2416,5.50,(1.68),4.31,(1.81),5.34,(1.80),6
vest,1026,5.25,(1.33),3.95,(2.09),5.09,(1.24),4
vibrator,2417,6.17,(2.36),6.39,(2.22),5.54,(2.20),8
vice,2418,4.43,(2.25),5.30,(2.10),5.23,(2.18),4
vicious,3168,3.47,(1.89),5.43,(2.15),5.01,(2.10),7
victim,618,2.18,(1.48),6.06,(2.32),2.69,(2.04),6
victory,475,8.32,(1.16),6.63,(2.84),7.26,(2.14),7
video,2419,7.30,(1.42),5.67,(2.15),5.77,(1.45),5
vigor,2420,5.85,(1.78),5.77,(1.97),5.73,(1.64),5
vigorous,476,6.79,(1.54),5.90,(2.66),5.41,(2.22),8
village,477,5.92,(1.34),4.08,(1.87),4.94,(1.74),7
villainous,3169,3.17,(1.95),5.24,(2.47),5.00,(2.39),10
vine,2421,5.36,(1.64),4.48,(2.17),4.75,(1.90),4
violation,3170,3.02,(1.58),5.55,(2.26),4.44,(2.35),9
violent,478,2.29,(1.78),6.89,(2.47),5.16,(2.86),7
violin,579,5.43,(1.98),3.49,(2.26),5.18,(2.01),6
violinist,2422,6.32,(1.57),4.33,(2.24),5.38,(1.93),9
virgin,1027,6.45,(1.76),5.51,(2.06),6.24,(2.48),6
virtue,479,6.22,(2.06),4.52,(2.52),6.13,(2.09),6
virus,2423,2.50,(1.75),5.46,(2.66),2.79,(1.55),5
vision,480,6.62,(1.84),4.66,(2.43),6.02,(1.96),6
visit,3171,6.60,(1.59),5.34,(2.21),5.64,(1.73),5
vista,2424,5.10,(1.81),4.57,(2.03),4.63,(1.50),5
vodka,2425,5.52,(2.34),5.86,(2.37),5.00,(2.05),5
void,3172,3.73,(1.63),3.92,(1.98),4.12,(1.82),4
volcano,619,4.84,(2.14),6.33,(2.21),3.25,(1.97),7
volunteered,3173,7.14,(1.87),5.34,(2.46),6.04,(2.23),11
vomit,481,2.06,(1.57),5.75,(2.84),3.58,(2.45),5
vote,2426,6.63,(1.59),5.30,(2.22),6.93,(2.07),4
vow,2427,6.08,(2.04),5.35,(1.98),5.92,(2.00),3
vows,2428,6.48,(1.79),6.13,(1.71),5.61,(1.75),4
voyage,1028,6.25,(1.91),5.55,(2.23),5.18,(1.98),6
vulgar,3174,3.84,(2.01),4.63,(2.08),5.08,(2.00),6
vulnerable,3175,3.14,(1.71),4.53,(2.10),4.02,(2.60),10
wagon,1029,5.37,(0.97),3.98,(2.04),5.05,(1.20),5
wail,2429,3.63,(1.94),5.50,(1.63),4.53,(1.57),4
waitress,3176,5.68,(1.35),4.17,(1.86),5.33,(1.42),8
walking,3177,6.40,(1.83),4.34,(2.03),5.94,(2.06),7
wall,2430,4.76,(1.21),4.18,(1.87),4.41,(1.78),4
wallet,3178,5.47,(1.60),4.26,(2.02),5.66,(1.80),6
wander,2431,5.27,(1.60),4.93,(1.72),5.43,(2.16),6
wane,2432,4.39,(1.81),4.54,(2.01),3.96,(1.71),4
want,2433,5.25,(2.08),6.00,(2.11),4.54,(2.13),4
war,482,2.08,(1.91),7.49,(2.16),4.50,(3.00),3
warden,2434,3.79,(1.68),4.24,(2.01),3.41,(1.88),6
wardrobe,3179,6.19,(1.63),4.94,(2.23),5.73,(1.83),8
warehouse,2435,5.13,(1.55),4.00,(1.97),4.72,(1.51),9
warm,2436,6.50,(1.20),5.14,(1.92),5.36,(1.25),4
warmth,483,7.41,(1.81),3.73,(2.40),5.61,(1.67),6
warn,2437,4.20,(1.52),5.37,(2.19),4.60,(1.77),4
wart,2438,2.41,(1.36),4.34,(2.50),3.63,(1.52),4
wash,3180,5.74,(1.78),3.86,(2.17),5.55,(2.10),4
wasp,484,3.37,(1.63),5.50,(2.17),3.76,(1.82),4
waste,485,2.93,(1.76),4.14,(2.30),4.72,(1.94),5
wasteful,3181,2.69,(1.46),4.23,(2.15),5.08,(2.10),8
watch,580,5.78,(1.51),4.10,(2.12),5.37,(1.75),5
water,486,6.61,(1.78),4.97,(2.49),5.08,(1.99),5
waterfall,487,7.88,(1.03),5.37,(2.84),5.20,(2.18),9
watermelon,2439,6.52,(1.64),5.18,(1.74),5.79,(1.34),10
waterskiing,2440,7.00,(2.19),6.77,(2.18),5.60,(2.53),11
weak,3182,2.64,(1.36),3.78,(2.02),3.44,(2.21),4
weakness,3183,3.06,(1.58),4.38,(2.25),3.74,(2.26),8
wealth,2441,7.70,(1.39),5.90,(2.11),6.70,(2.25),6
wealthy,488,7.70,(1.34),5.80,(2.73),6.77,(2.57),7
weapon,489,3.97,(1.92),6.03,(1.89),5.19,(2.61),6
wear,3184,5.53,(1.53),4.03,(2.15),5.59,(1.86),4
weary,490,3.79,(2.12),3.81,(2.29),4.00,(1.91),5
weather,3185,5.26,(1.51),3.97,(2.11),4.54,(2.18),7
web,2442,5.33,(1.69),4.30,(2.38),5.20,(1.47),3
website,3186,5.49,(1.40),4.25,(1.96),5.38,(1.59),7
wed,2443,6.75,(1.96),6.41,(2.26),5.56,(2.33),3
wedding,491,7.82,(1.56),5.97,(2.85),6.68,(2.08),7
week,2444,5.35,(1.02),4.38,(1.70),4.92,(1.41),4
weekend,3187,7.94,(1.58),6.85,(2.42),6.23,(2.23),7
weekly,3188,5.14,(1.28),4.01,(1.72),5.36,(1.43),6
weep,2445,1.80,(1.24),5.07,(2.19),3.00,(1.79),4
weight,2446,4.28,(1.74),5.40,(1.96),4.92,(2.55),6
weightlifter,2447,5.93,(1.70),5.50,(2.08),5.57,(2.11),12
weird,3189,5.17,(2.07),4.82,(2.29),5.13,(2.19),5
weirdo,3190,4.52,(1.99),4.79,(2.06),4.82,(2.09),6
welcomed,3191,7.36,(1.92),5.52,(2.28),5.51,(2.13),8
welfare,2448,3.36,(2.13),5.18,(2.54),2.82,(1.63),7
western,3192,5.77,(1.56),4.39,(2.30),5.13,(1.58),7
wet,2449,5.57,(1.76),5.57,(2.08),5.63,(1.67),3
whale,3193,5.85,(1.77),4.83,(2.15),4.96,(1.69),5
wheat,2450,5.90,(1.32),4.03,(2.08),5.62,(1.24),5
wheel,2451,5.55,(0.83),4.86,(1.51),5.55,(1.24),5
whine,3194,2.92,(1.63),4.56,(2.28),4.64,(2.18),5
whisper,3195,5.01,(1.48),4.07,(2.02),5.34,(1.78),7
whistle,1030,5.81,(1.21),4.69,(1.99),5.27,(1.87),7
white,542,6.47,(1.59),4.37,(2.14),5.98,(1.73),5
whore,492,2.30,(2.11),5.85,(2.93),4.61,(2.73),5
wicked,493,2.96,(2.37),6.09,(2.44),4.36,(2.65),6
wide,3196,4.93,(1.48),3.98,(1.90),4.86,(1.57),4
widow,3197,2.42,(1.65),3.64,(2.19),3.73,(2.18),5
wife,1031,6.33,(1.97),4.93,(2.22),5.57,(1.68),4
wild,2452,6.37,(1.40),6.43,(1.92),5.27,(1.89),4
willing,2453,6.60,(1.45),5.30,(1.82),6.00,(1.53),7
win,494,8.38,(0.92),7.72,(2.16),7.39,(2.36),3
wince,2454,3.85,(1.41),5.27,(1.80),4.69,(1.46),5
windmill,1032,5.60,(1.65),3.74,(2.13),5.24,(1.04),8
window,495,5.91,(1.38),3.97,(2.01),4.91,(1.60),6
windshield,2455,4.64,(0.99),4.22,(2.03),4.93,(1.41),10
windsurfers,2456,6.50,(1.57),6.30,(1.47),5.33,(1.84),11
windy,3198,5.57,(1.64),4.62,(2.06),4.73,(1.86),5
wine,496,5.95,(2.19),4.78,(2.34),5.31,(2.15),4
wings,2457,6.39,(1.93),5.33,(2.27),4.96,(1.95),5
wink,1033,6.93,(1.83),5.44,(2.68),5.70,(1.77),4
winner,2458,8.24,(1.18),6.86,(2.46),7.72,(1.77),6
winter,2459,5.79,(2.61),5.32,(2.50),4.79,(2.04),6
wires,2460,4.63,(1.50),4.70,(2.02),4.73,(1.57),5
wisdom,2461,7.34,(1.45),5.25,(2.38),6.61,(1.66),6
wise,497,7.52,(1.23),3.91,(2.64),6.70,(2.39),4
wish,1034,7.09,(2.00),5.16,(2.62),5.28,(2.09),4
wishes,3199,6.36,(1.90),5.18,(2.20),5.18,(2.02),6
wishful,2462,7.50,(1.46),5.57,(2.36),5.27,(1.89),7
wit,1035,7.32,(1.90),5.42,(2.44),6.38,(2.01),3
witch,3200,4.13,(2.00),4.15,(2.18),5.07,(2.11),5
withdrawn,3201,3.24,(1.59),3.91,(2.14),4.21,(2.27),9
wither,3202,3.27,(1.60),4.04,(2.07),3.82,(1.86),6
witty,3203,6.85,(1.87),5.66,(2.23),6.31,(2.06),5
wolf,2463,5.00,(2.35),6.70,(1.82),4.33,(2.31),4
woman,498,6.64,(1.76),5.32,(2.59),6.33,(1.52),5
wonder,499,6.03,(1.58),5.00,(2.23),5.32,(2.17),6
wonderful,3204,7.33,(1.82),5.74,(2.39),5.69,(1.93),9
wood,2464,5.86,(1.84),4.67,(1.98),5.59,(1.19),4
wooden,3205,5.13,(1.05),3.83,(1.96),5.17,(1.23),6
wool,2465,5.27,(1.14),3.60,(2.04),5.17,(1.32),4
work,2466,3.96,(2.05),5.11,(2.28),4.11,(2.17),4
worker,2467,5.07,(1.53),4.73,(1.95),5.27,(1.86),6
world,500,6.50,(2.03),5.32,(2.39),5.26,(2.47),5
worry,2468,2.31,(1.51),6.00,(2.45),2.96,(2.22),5
worse,3206,2.59,(1.45),4.56,(2.34),4.10,(2.20),5
worth,2469,6.15,(1.35),4.62,(2.12),5.23,(1.63),5
